                 run          burst_time               count                dxdz                dydz                xoff                yoff                pmag               alpha                beta                 pol
               20501          1190622402                9145                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622424                9138                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622538                8947                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622561                9043                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622584                8998                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622630                9118                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622675                9034                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622698                9101                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622721                9048                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622744                9141                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622766                4636                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622789                9077                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622835                9081                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622858                4587                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622926                9105                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622972                9189                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190622994                9187                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190623017                9132                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190623040                9120                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190623063                9076                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
               20501          1190623108                9194                   0                   0                   0                   0              73.845          3.8547e-05         7.17497e-05                   1
